,STATE,geometry
527,MT,POINT (-114.339588 48.199686)
528,MT,POINT (-114.313886 48.198697)
529,MT,POINT (-114.152458 48.189352)
530,MT,POINT (-114.318705 48.206173)
531,MT,POINT (-114.330355 48.205335)
532,MT,POINT (-114.323147 48.2150530000001)
533,MT,POINT (-114.307721 48.22112)
534,MT,POINT (-114.191222 48.370617)
535,MT,POINT (-114.33672 48.4124430000001)
536,MT,POINT (-114.33521 48.409474)
537,MT,POINT (-114.3422 48.4106630000001)
538,MT,POINT (-114.341062 48.426318)
539,MT,POINT (-114.338212 48.4083430000001)
540,MT,POINT (-114.833453 48.7202940000001)
541,OR,POINT (-121.174281 44.587135)
542,OR,POINT (-122.768563 45.381024)
543,OR,POINT (-122.808499 45.2372300000001)
544,OR,POINT (-122.833943 45.151349)
545,OR,POINT (-122.762995 45.303028)
546,OR,POINT (-122.856099 45.1440410000001)
547,OR,POINT (-122.699923 45.2611460000001)
548,OR,POINT (-122.770251 45.3217750000001)
549,OR,POINT (-122.676456 45.268579)
550,OR,POINT (-122.774485 45.3376050000001)
551,OR,POINT (-122.941344 45.3063110000001)
552,OR,POINT (-122.765296 45.3382300000001)
553,OR,POINT (-122.951095 45.3052660000001)
554,OR,POINT (-122.845212 45.367804)
555,OR,POINT (-122.844665 45.3710110000001)
556,OR,POINT (-122.768563 45.381024)
557,OR,POINT (-122.762187 45.3813430000001)
558,OR,POINT (-122.758963 45.380979)
559,OR,POINT (-122.653034 45.3456820000001)
560,OR,POINT (-122.798348 45.399908)
561,OR,POINT (-122.795095 45.4073940000001)
562,OR,POINT (-122.764312 45.374467)
563,OR,POINT (-122.749068 45.4055530000001)
564,OR,POINT (-122.746924 45.409594)
565,OR,POINT (-122.576814 45.1490860000001)
566,OR,POINT (-122.582377 45.3264980000001)
567,OR,POINT (-122.585853 45.333451)
568,OR,POINT (-122.735975 45.4175490000001)
569,OR,POINT (-122.564277 45.4332170000001)
570,OR,POINT (-122.335235 45.287423)
571,OR,POINT (-122.57125 45.330591)
572,OR,POINT (-122.601535 45.362375)
573,OR,POINT (-122.582579 45.3826940000001)
574,OR,POINT (-122.61353 45.3664180000001)
575,OR,POINT (-122.612756 45.3670040000001)
576,OR,POINT (-122.546371 45.409477)
577,OR,POINT (-122.511553 45.4247770000001)
578,OR,POINT (-122.570368 45.4089050000001)
579,OR,POINT (-122.373503 45.4312600000001)
580,OR,POINT (-122.566599 45.41914)
581,OR,POINT (-122.53953 45.4294980000001)
582,OR,POINT (-122.269918 45.397296)
583,OR,POINT (-122.641151 45.38681)
584,OR,POINT (-122.581315 45.421324)
585,OR,POINT (-122.596907 45.4273900000001)
586,OR,POINT (-122.630422 45.4140340000001)
587,OR,POINT (-122.577691 45.438342)
588,OR,POINT (-122.578998 45.448949)
589,OR,POINT (-122.664729 45.4207920000001)
590,OR,POINT (-122.796756 45.486562)
591,OR,POINT (-122.806938 45.499584)
592,OR,POINT (-122.795171 45.484387)
593,OR,POINT (-122.786645 45.4865)
594,OR,POINT (-122.778753 45.4784780000001)
595,OR,POINT (-122.824503 45.4764670000001)
596,OR,POINT (-122.811943 45.4924130000001)
597,OR,POINT (-122.833775 45.497283)
598,OR,POINT (-122.794863 45.4609560000001)
599,OR,POINT (-122.790923 45.4605300000001)
600,OR,POINT (-122.778199 45.5115180000001)
601,OR,POINT (-122.769722 45.508815)
602,OR,POINT (-122.75701 45.48582)
603,OR,POINT (-122.833047 45.5135540000001)
604,OR,POINT (-122.782347 45.4551260000001)
605,OR,POINT (-122.806126 45.5241830000001)
606,OR,POINT (-122.749885 45.485692)
607,OR,POINT (-122.859172 45.4791010000001)
608,OR,POINT (-122.814629 45.52536)
609,OR,POINT (-122.774011 45.4995720000001)
610,OR,POINT (-122.788525 45.4463250000001)
611,OR,POINT (-122.777921 45.446382)
612,OR,POINT (-122.77773 45.4463240000001)
